Id,Region,Time_GMT,Wday,O3,PM25,NO2,Place_ID
67,1,18,1,12,52,154,s2
68,1,19,1,12,52,154,s2
69,1,20,1,12,52,154,s2
70,1,21,1,12,52,154,s2
71,1,22,1,12,52,154,s2
72,1,23,1,12,52,154,s2
73,1,0,0,12,52,154,s2
74,1,1,0,13,52,154,s2
75,1,2,0,14,52,154,s2
76,1,3,0,15,52,154,s2
77,1,4,0,20,52,154,s2
78,1,5,0,20,52,154,s2
79,1,6,0,20,52,154,s2
80,1,7,0,20,52,154,s2
81,1,8,0,20,52,154,s2
82,1,9,0,20,52,154,s2
83,1,10,0,20,52,154,s2
84,1,11,0,20,52,154,s2
85,1,12,0,20,52,154,s2
86,1,13,0,20,52,154,s2
87,1,14,0,20,52,154,s2
88,1,15,0,20,52,154,s2
89,1,16,0,21,52,154,s2
90,1,17,0,21,52,154,s2
91,1,18,0,21,52,154,s2
92,1,19,0,21,52,154,s2
93,1,20,0,21,52,154,s2
94,1,21,0,21,52,154,s2
95,1,22,0,21,52,152,s2
96,1,23,0,21,54,152,s2
97,1,0,1,21,54,152,s3
98,1,1,1,21,54,152,s3
99,1,2,1,21,54,152,s3
100,1,3,1,21,54,152,s3
101,1,4,1,21,54,152,s3
102,1,5,1,21,54,152,s3
103,1,6,1,21,54,152,s3
104,1,7,1,21,54,152,s3
105,1,8,1,21,54,152,s3
106,1,9,1,21,54,152,s3
107,1,10,1,21,54,152,s3
108,1,11,1,21,54,152,s3
109,1,12,1,21,54,152,s3
110,1,13,1,21,54,152,s3
111,1,14,1,21,54,152,s3
112,1,15,1,21,54,152,s3
113,1,16,1,21,54,152,s3
114,1,17,1,21,54,152,s3
115,1,18,1,21,54,152,s3
116,1,19,1,21,54,152,s3
117,1,20,1,21,54,152,s3
118,1,21,1,21,54,152,s3
119,1,22,1,21,54,152,s3
120,1,23,1,21,54,152,s3
121,1,0,0,21,54,152,s3
122,1,1,0,21,54,152,s3
123,1,2,0,21,54,152,s3
124,1,3,0,21,54,152,s3
125,1,4,0,21,54,152,s3
126,1,5,0,21,54,152,s3
127,1,6,0,21,54,148,s3
128,1,7,0,21,54,148,s3
129,1,8,0,21,54,148,s3
130,1,9,0,21,54,148,s3
131,1,10,0,21,54,148,s3
132,1,11,0,21,54,148,s3
133,1,12,0,21,54,148,s3
134,1,13,0,21,54,148,s3
135,1,14,0,21,54,148,s3
136,1,15,0,21,54,148,s3
137,1,16,0,21,54,148,s3
138,1,17,0,21,54,148,s3
139,1,18,0,21,54,148,s3
140,1,19,0,21,54,148,s3
141,1,20,0,21,54,148,s3
142,1,21,0,21,54,148,s3
143,1,22,0,21,54,148,s3
144,1,23,0,21,54,148,s3
145,1,0,1,21,54,148,s4
146,1,1,1,21,54,148,s4
147,1,2,1,21,54,148,s4
148,1,3,1,21,54,148,s4
149,1,4,1,21,54,148,s4
150,1,5,1,21,54,148,s4
151,1,6,1,21,54,148,s4
152,1,7,1,21,54,148,s4
153,1,8,1,21,54,148,s4
154,1,9,1,21,54,148,s4
155,1,10,1,21,54,148,s4
156,1,11,1,21,54,148,s4
157,1,12,1,21,54,148,s4
158,1,13,1,21,54,148,s4
159,1,14,1,21,54,147,s4
160,1,15,1,21,54,147,s4
161,1,16,1,21,54,147,s4
162,1,17,1,21,54,147,s4
163,1,18,1,21,54,147,s4
164,1,19,1,21,54,147,s4
165,1,20,1,21,54,147,s4
166,1,21,1,21,54,147,s4
167,1,22,1,21,54,147,s4
168,1,23,1,21,54,147,s4
169,1,0,0,21,54,147,s4
170,1,1,0,21,54,147,s4
171,1,2,0,21,54,147,s4
172,1,3,0,21,54,147,s4
173,1,4,0,21,54,147,s4
174,1,5,0,21,54,147,s4
175,1,6,0,21,54,147,s4
176,1,7,0,21,54,147,s4
177,1,8,0,21,54,147,s4
178,1,9,0,21,54,147,s4
179,1,10,0,21,54,147,s4
180,1,11,0,21,54,147,s4
181,1,12,0,21,54,147,s4
182,1,13,0,21,54,147,s4
183,1,14,0,21,54,147,s4
184,1,15,0,21,54,147,s4
185,1,16,0,21,54,147,s4
186,1,17,0,21,54,147,s4
187,1,18,0,21,54,147,s4
188,1,19,0,21,54,147,s4
189,1,20,0,21,54,142,s4
190,1,21,0,21,54,142,s4
191,1,22,0,21,54,142,s4
192,1,23,0,21,54,142,s4
193,1,0,1,21,54,142,s5
194,1,1,1,21,54,142,s5
195,1,2,1,21,54,142,s5
196,1,3,1,21,54,142,s5
197,1,4,1,21,54,142,s5
198,1,5,1,21,54,142,s5
199,1,6,1,21,54,142,s5
200,1,7,1,21,54,142,s5
201,1,8,1,21,54,142,s5
202,1,9,1,21,54,142,s5
203,1,10,1,21,54,142,s5
204,1,11,1,21,54,142,s5
205,1,12,1,21,54,142,s5
206,1,13,1,21,54,142,s5
207,1,14,1,21,54,142,s5
208,1,15,1,21,54,142,s5
209,1,16,1,21,54,142,s5
210,1,17,1,21,54,142,s5
211,1,18,1,21,54,142,s5
212,1,19,1,21,54,142,s5
213,1,20,1,21,54,142,s5
214,1,21,1,21,54,142,s5
215,1,22,1,21,54,142,s5
216,1,23,1,21,54,142,s5
217,1,0,0,21,54,142,s5
218,1,1,0,21,54,142,s5
219,1,2,0,21,54,142,s5
220,1,3,0,21,54,142,s5
221,1,4,0,21,54,142,s5
222,1,5,0,21,54,142,s5
223,1,6,0,21,54,142,s5
224,1,7,0,21,54,142,s5
225,1,8,0,21,54,142,s5
226,1,9,0,21,54,142,s5
227,1,10,0,21,54,142,s5
228,1,11,0,21,54,142,s5
229,1,12,0,21,55,142,s5
230,1,13,0,21,55,142,s5
231,1,14,0,21,55,142,s5
232,1,15,0,21,55,142,s5
233,1,16,0,21,55,142,s5
234,1,17,0,22,55,142,s5
235,1,18,0,22,55,142,s5
236,1,19,0,22,55,142,s5
237,1,20,0,22,55,142,s5
238,1,21,0,22,55,142,s5
239,1,22,0,22,55,142,s5
240,1,23,0,22,55,142,s5
241,1,0,1,22,55,142,s6
242,1,1,1,22,55,142,s6
243,1,2,1,22,55,142,s6
244,1,3,1,22,55,142,s6
245,1,4,1,22,55,142,s6
246,1,5,1,22,55,142,s6
247,1,6,1,22,55,142,s6
248,1,7,1,22,55,142,s6
249,1,8,1,22,55,142,s6
250,1,9,1,22,55,142,s6
251,1,10,1,22,55,138,s6
252,1,11,1,22,55,138,s6
253,1,12,1,22,55,138,s6
254,1,13,1,22,55,138,s6
255,1,14,1,22,55,138,s6
256,1,15,1,22,55,138,s6
257,1,16,1,22,55,138,s6
258,1,17,1,22,55,138,s6
259,1,18,1,22,55,138,s6
260,1,19,1,22,55,138,s6
261,1,20,1,22,55,138,s6
262,1,21,1,22,55,138,s6
263,1,22,1,23,55,138,s6
264,1,23,1,23,55,138,s6
265,1,0,0,23,55,138,s6
266,1,1,0,23,55,138,s6
267,1,2,0,23,55,138,s6
268,1,3,0,23,55,138,s6
269,1,4,0,23,55,138,s6
270,1,5,0,23,55,138,s6
271,1,6,0,23,55,138,s6
272,1,7,0,23,55,138,s6
273,1,8,0,23,55,138,s6
274,1,9,0,23,55,138,s6
275,1,10,0,23,55,138,s6
276,1,11,0,23,55,138,s6
277,1,12,0,23,55,138,s6
278,1,13,0,23,55,138,s6
279,1,14,0,23,55,138,s6
280,1,15,0,23,55,138,s6
281,1,16,0,23,55,138,s6
282,1,17,0,23,55,138,s6
283,1,18,0,23,55,138,s6
284,1,19,0,23,55,138,s6
285,1,20,0,23,55,138,s6
286,1,21,0,23,55,138,s6
287,1,22,0,23,55,138,s6
288,1,23,0,23,55,138,s6
289,1,0,1,23,55,138,s7
290,1,1,1,23,56,138,s7
291,1,2,1,23,56,138,s7
292,1,3,1,23,56,138,s7
293,1,4,1,23,56,138,s7
294,1,5,1,23,56,138,s7
295,1,6,1,23,56,138,s7
296,1,7,1,23,56,138,s7
297,1,8,1,23,56,138,s7
298,1,9,1,23,56,138,s7
299,1,10,1,23,56,138,s7
300,1,11,1,23,56,138,s7
301,1,12,1,23,56,138,s7
302,1,13,1,23,56,138,s7
303,1,14,1,23,56,138,s7
304,1,15,1,23,56,138,s7
305,1,16,1,23,56,138,s7
306,1,17,1,23,56,138,s7
307,1,18,1,23,56,138,s7
308,1,19,1,23,56,138,s7
309,1,20,1,23,56,138,s7
310,1,21,1,23,56,138,s7
311,1,22,1,23,56,138,s7
312,1,23,1,23,56,138,s7
313,1,0,0,23,56,138,s7
314,1,1,0,23,56,138,s7
315,1,2,0,23,56,138,s7
316,1,3,0,23,56,138,s7
317,1,4,0,23,56,138,s7
318,1,5,0,23,56,138,s7
319,1,6,0,23,56,138,s7
320,1,7,0,23,56,138,s7
321,1,8,0,23,56,138,s7
322,1,9,0,23,56,138,s7
323,1,10,0,23,56,138,s7
324,1,11,0,23,56,138,s7
325,1,12,0,23,56,138,s7
326,1,13,0,23,56,138,s7
327,1,14,0,23,56,138,s7
328,1,15,0,23,56,138,s7
329,1,16,0,23,56,138,s7
330,1,17,0,23,56,138,s7
331,1,18,0,23,56,138,s7
332,1,19,0,23,56,138,s7
333,1,20,0,23,56,138,s7
334,1,21,0,23,56,138,s7
335,1,22,0,23,56,138,s7
336,1,23,0,23,56,138,s7
337,1,0,1,23,56,138,s8
338,1,1,1,23,56,138,s8
339,1,2,1,23,56,138,s8
340,1,3,1,23,56,138,s8
341,1,4,1,23,56,138,s8
342,1,5,1,23,56,138,s8
343,1,6,1,23,56,132,s8
344,1,7,1,23,56,132,s8
345,1,8,1,23,56,132,s8
346,1,9,1,23,56,132,s8
347,1,10,1,23,56,132,s8
348,1,11,1,23,56,132,s8
349,1,12,1,23,56,132,s8
350,1,13,1,23,56,132,s8
351,1,14,1,23,56,132,s8
352,1,15,1,23,56,132,s8
353,1,16,1,23,56,132,s8
354,1,17,1,23,56,132,s8
355,1,18,1,23,56,132,s8
356,1,19,1,23,56,132,s8
357,1,20,1,23,56,132,s8
358,1,21,1,23,56,132,s8
359,1,22,1,23,56,132,s8
360,1,23,1,23,56,132,s8
361,1,0,0,23,56,132,s8
362,1,1,0,23,56,132,s8
363,1,2,0,23,56,132,s8
364,1,3,0,23,56,132,s8
365,1,4,0,23,56,132,s8
366,1,5,0,23,56,132,s8
367,1,6,0,23,56,132,s8
368,1,7,0,23,56,132,s8
369,1,8,0,23,56,132,s8
370,1,9,0,23,56,132,s8
371,1,10,0,23,56,132,s8
372,1,11,0,23,56,132,s8
373,1,12,0,23,56,120,s8
374,1,13,0,23,56,120,s8
375,1,14,0,23,56,120,s8
376,1,15,0,23,57,120,s8
377,1,16,0,23,57,120,s8
378,1,17,0,23,57,120,s8
379,1,18,0,23,57,120,s8
380,1,19,0,23,57,120,s8
381,1,20,0,23,57,120,s8
382,1,21,0,23,57,120,s8
383,1,22,0,23,57,120,s8
384,1,23,0,23,57,120,s8
385,1,0,1,23,57,120,s9
386,1,1,1,23,57,120,s9
387,1,2,1,23,57,120,s9
388,1,3,1,23,57,120,s9
389,1,4,1,23,57,120,s9
390,1,5,1,23,57,120,s9
391,1,6,1,23,57,120,s9
392,1,7,1,23,57,120,s9
393,1,8,1,23,57,120,s9
394,1,9,1,23,57,120,s9
395,1,10,1,23,57,120,s9
396,1,11,1,23,57,120,s9
397,1,12,1,23,57,120,s9
398,1,13,1,23,57,120,s9
399,1,14,1,23,57,120,s9
400,1,15,1,23,57,120,s9
401,1,16,1,23,57,120,s9
402,1,17,1,23,57,120,s9
403,1,18,1,23,57,120,s9
404,1,19,1,23,57,120,s9
405,1,20,1,23,57,120,s9
406,1,21,1,23,57,120,s9
407,1,22,1,23,58,120,s9
408,1,23,1,23,58,120,s9
409,1,0,0,23,58,120,s9
410,1,1,0,23,58,120,s9
411,1,2,0,23,58,120,s9
412,1,3,0,23,58,120,s9
413,1,4,0,23,58,120,s9
414,1,5,0,23,58,120,s9
415,1,6,0,23,58,120,s9
416,1,7,0,23,58,120,s9
417,1,8,0,23,58,120,s9
418,1,9,0,23,58,120,s9
419,1,10,0,23,58,120,s9
420,1,11,0,23,58,120,s9
421,1,12,0,23,58,120,s9
422,1,13,0,23,58,120,s9
423,1,14,0,23,58,120,s9
424,1,15,0,23,58,120,s9
425,1,16,0,23,58,120,s9
426,1,17,0,23,58,120,s9
427,1,18,0,23,58,120,s9
428,1,19,0,23,58,120,s9
429,1,20,0,23,58,120,s9
430,1,21,0,23,58,120,s9
431,1,22,0,24,58,120,s9
432,1,23,0,24,58,120,s9
433,1,0,1,24,58,120,s10
434,1,1,1,24,58,120,s10
435,1,2,1,24,58,113,s10
436,1,3,1,24,58,113,s10
437,1,4,1,24,59,113,s10
438,1,5,1,24,62,113,s10
439,1,6,1,24,64,113,s10
440,1,7,1,24,64,113,s10
441,1,8,1,24,64,113,s10
442,1,9,1,24,64,113,s10
443,1,10,1,24,65,113,s10
444,1,11,1,24,65,113,s10
445,1,12,1,24,65,113,s10
446,1,13,1,24,65,113,s10
447,1,14,1,24,65,113,s10
448,1,15,1,24,65,113,s10
449,1,16,1,24,65,113,s10
450,1,17,1,24,65,113,s10
451,1,18,1,24,65,113,s10
452,1,19,1,24,65,113,s10
453,1,20,1,24,65,113,s10
454,1,21,1,24,65,113,s10
455,1,22,1,24,65,113,s10
456,1,23,1,24,65,113,s10
457,1,0,0,24,65,113,s10
458,1,1,0,24,65,113,s10
459,1,2,0,24,65,113,s10
460,1,3,0,24,65,113,s10
461,1,4,0,24,65,113,s10
462,1,5,0,24,65,113,s10
463,1,6,0,24,65,113,s10
464,1,7,0,24,65,113,s10
465,1,8,0,24,65,113,s10
466,1,9,0,24,65,113,s10
467,1,10,0,24,65,113,s10
468,1,11,0,24,65,113,s10
469,1,12,0,24,65,113,s10
470,1,13,0,24,65,113,s10
471,1,14,0,24,65,113,s10
472,1,15,0,24,65,113,s10
473,1,16,0,24,65,113,s10
474,1,17,0,24,65,113,s10
475,1,18,0,24,65,113,s10
476,1,19,0,24,65,113,s10
477,1,20,0,24,65,113,s10
478,1,21,0,24,65,113,s10
479,1,22,0,24,65,113,s10
480,1,23,0,24,65,113,s10
481,1,0,1,24,65,113,s11
482,1,1,1,24,65,113,s11
483,1,2,1,24,65,113,s11
484,1,3,1,24,65,113,s11
485,1,4,1,24,65,113,s11
486,1,5,1,24,65,113,s11
487,1,6,1,24,65,113,s11
488,1,7,1,24,65,113,s11
489,1,8,1,24,65,113,s11
490,1,9,1,24,65,113,s11
491,1,10,1,24,65,113,s11
492,1,11,1,24,65,113,s11
493,1,12,1,24,65,113,s11
494,1,13,1,24,65,113,s11
495,1,14,1,24,65,113,s11
496,1,15,1,24,65,113,s11
497,1,16,1,24,65,103,s11
498,1,17,1,24,65,103,s11
499,1,18,1,24,65,103,s11
500,1,19,1,24,65,103,s11
501,1,20,1,24,65,103,s11
502,1,21,1,24,65,103,s11
503,1,22,1,24,65,103,s11
504,1,23,1,24,65,103,s11
505,1,0,0,24,65,103,s11
506,1,1,0,24,65,103,s11
507,1,2,0,24,65,103,s11
508,1,3,0,24,65,103,s11
509,1,4,0,24,65,103,s11
510,1,5,0,24,65,103,s11
511,1,6,0,24,65,103,s11
512,1,7,0,24,65,103,s11
513,1,8,0,24,65,103,s11
514,1,9,0,24,65,103,s11
515,1,10,0,24,65,103,s11
516,1,11,0,24,65,103,s11
517,1,12,0,24,65,103,s11
518,1,13,0,24,65,103,s11
519,1,14,0,24,65,103,s11
520,1,15,0,24,65,103,s11
521,1,16,0,24,65,103,s11
522,1,17,0,25,65,103,s11
523,1,18,0,25,65,103,s11
524,1,19,0,25,65,103,s11
525,1,20,0,25,65,103,s11
526,1,21,0,25,65,103,s11
527,1,22,0,25,65,103,s11
528,1,23,0,25,65,103,s11
529,1,0,1,25,65,103,s12
530,1,1,1,25,65,103,s12
531,1,2,1,25,65,103,s12
532,1,3,1,25,65,103,s12
533,1,4,1,25,65,103,s12
534,1,5,1,25,65,103,s12
535,1,6,1,25,65,103,s12
536,1,7,1,25,65,103,s12
537,1,8,1,25,65,103,s12
538,1,9,1,25,65,103,s12
539,1,10,1,25,65,103,s12
540,1,11,1,25,65,103,s12
541,1,12,1,25,65,103,s12
542,1,13,1,25,65,103,s12
543,1,14,1,25,65,103,s12
544,1,15,1,25,65,103,s12
545,1,16,1,25,65,103,s12
546,1,17,1,25,65,103,s12
547,1,18,1,25,65,103,s12
548,1,19,1,25,65,103,s12
549,1,20,1,25,65,103,s12
550,1,21,1,25,65,103,s12
551,1,22,1,25,65,103,s12
552,1,23,1,25,65,103,s12
553,1,0,0,25,65,103,s12
554,1,1,0,25,65,103,s12
555,1,2,0,25,65,103,s12
556,1,3,0,25,65,103,s12
557,1,4,0,25,65,103,s12
558,1,5,0,25,65,103,s12
559,1,6,0,25,65,101,s12
560,1,7,0,25,65,101,s12
561,1,8,0,25,65,101,s12
562,1,9,0,25,65,101,s12
563,1,10,0,25,65,101,s12
564,1,11,0,25,65,101,s12
565,1,12,0,25,65,101,s12
566,1,13,0,25,65,101,s12
567,1,14,0,25,65,101,s12
568,1,15,0,25,65,101,s12
569,1,16,0,25,65,101,s12
570,1,17,0,25,65,101,s12
571,1,18,0,25,65,101,s12
572,1,19,0,25,65,101,s12
573,1,20,0,25,65,101,s12
574,1,21,0,25,65,101,s12
575,1,22,0,25,65,101,s12
576,1,23,0,25,65,101,s12
577,1,0,1,25,65,101,s13
578,1,1,1,25,65,101,s13
579,1,2,1,25,65,101,s13
580,1,3,1,25,65,101,s13
581,1,4,1,25,65,101,s13
582,1,5,1,25,65,101,s13
583,1,6,1,25,65,101,s13
584,1,7,1,25,65,101,s13
585,1,8,1,25,65,101,s13
586,1,9,1,25,65,101,s13
587,1,10,1,25,65,101,s13
588,1,11,1,25,65,101,s13
589,1,12,1,25,65,101,s13
590,1,13,1,25,65,101,s13
591,1,14,1,25,65,101,s13
592,1,15,1,25,65,101,s13
593,1,16,1,25,65,101,s13
594,1,17,1,25,65,101,s13
595,1,18,1,25,65,101,s13
596,1,19,1,25,65,101,s13
597,1,20,1,25,65,101,s13
598,1,21,1,25,65,101,s13
599,1,22,1,25,65,101,s13
600,1,23,1,25,65,101,s13
601,1,0,0,25,65,101,s13
602,1,1,0,25,65,101,s13
603,1,2,0,25,65,101,s13
604,1,3,0,25,65,101,s13
605,1,4,0,25,65,101,s13
606,1,5,0,25,65,101,s13
607,1,6,0,25,65,101,s13
608,1,7,0,25,65,101,s13
609,1,8,0,25,65,101,s13
610,1,9,0,25,65,101,s13
611,1,10,0,25,65,101,s13
612,1,11,0,26,65,101,s13
613,1,12,0,26,65,101,s13
614,1,13,0,26,65,101,s13
615,1,14,0,26,65,101,s13
616,1,15,0,26,65,101,s13
617,1,16,0,26,65,101,s13
618,1,17,0,26,65,101,s13
619,1,18,0,26,65,101,s13
620,1,19,0,27,65,101,s13
621,1,20,0,28,65,96,s13
622,1,21,0,28,65,96,s13
623,1,22,0,28,65,96,s13
624,1,23,0,29,65,96,s13
625,1,0,1,30,65,96,s14
626,1,1,1,30,65,96,s14
627,1,2,1,30,65,96,s14
628,1,3,1,30,65,96,s14
629,1,4,1,30,65,96,s14
630,1,5,1,30,65,96,s14
631,1,6,1,30,65,96,s14
632,1,7,1,30,65,96,s14
633,1,8,1,30,65,96,s14
634,1,9,1,30,65,96,s14
635,1,10,1,30,65,96,s14
636,1,11,1,30,65,96,s14
637,1,12,1,30,65,96,s14
638,1,13,1,30,65,96,s14
639,1,14,1,30,65,96,s14
640,1,15,1,30,65,96,s14
641,1,16,1,30,65,96,s14
642,1,17,1,30,65,96,s14
643,1,18,1,30,65,96,s14
644,1,19,1,30,65,96,s14
645,1,20,1,30,65,96,s14
646,1,21,1,30,65,96,s14
647,1,22,1,30,65,96,s14
648,1,23,1,30,65,96,s14
649,1,0,0,31,65,96,s14
650,1,1,0,31,65,96,s14
651,1,2,0,31,65,96,s14
652,1,3,0,31,65,96,s14
653,1,4,0,31,65,96,s14
654,1,5,0,31,65,96,s14
655,1,6,0,31,65,96,s14
656,1,7,0,31,65,96,s14
657,1,8,0,31,65,96,s14
658,1,9,0,31,65,96,s14
659,1,10,0,31,65,96,s14
660,1,11,0,31,65,96,s14
661,1,12,0,31,65,96,s14
662,1,13,0,31,65,96,s14
663,1,14,0,31,65,96,s14
664,1,15,0,31,65,96,s14
665,1,16,0,31,65,96,s14
666,1,17,0,31,65,96,s14
667,1,18,0,31,65,96,s14
668,1,19,0,31,65,96,s14
669,1,20,0,31,65,96,s14
670,1,21,0,31,65,96,s14
671,1,22,0,31,65,96,s14
672,1,23,0,31,65,96,s14
673,1,0,1,31,65,96,s15
674,1,1,1,32,65,96,s15
675,1,2,1,32,65,96,s15
676,1,3,1,32,65,96,s15
677,1,4,1,32,65,96,s15
678,1,5,1,32,65,96,s15
679,1,6,1,32,65,96,s15
680,1,7,1,32,65,96,s15
681,1,8,1,32,65,96,s15
682,1,9,1,32,65,96,s15
683,1,10,1,32,65,96,s15
684,1,11,1,32,65,96,s15
685,1,12,1,32,65,96,s15
686,1,13,1,32,65,96,s15
687,1,14,1,32,65,96,s15
688,1,15,1,32,65,96,s15
689,1,16,1,32,65,96,s15
690,1,17,1,32,65,96,s15
691,1,18,1,32,65,96,s15
692,1,19,1,32,65,96,s15
693,1,20,1,32,65,96,s15
694,1,21,1,32,65,96,s15
695,1,22,1,32,65,96,s15
696,1,23,1,32,65,96,s15
697,1,0,0,32,65,96,s15
698,1,1,0,32,65,96,s15
699,1,2,0,32,65,96,s15
700,1,3,0,32,65,96,s15
701,1,4,0,32,65,96,s15
702,1,5,0,32,65,96,s15
703,1,6,0,32,65,96,s15
704,1,7,0,32,65,96,s15
705,1,8,0,32,65,96,s15
706,1,9,0,32,65,96,s15
707,1,10,0,32,65,96,s15
708,1,11,0,32,65,96,s15
709,1,12,0,32,65,96,s15
710,1,13,0,32,65,96,s15
711,1,14,0,32,65,96,s15
712,1,15,0,32,65,96,s15
713,1,16,0,32,65,96,s15
714,1,17,0,32,65,96,s15
715,1,18,0,32,65,96,s15
716,1,19,0,32,65,96,s15
717,1,20,0,32,65,96,s15
718,1,21,0,32,65,96,s15
719,1,22,0,32,65,96,s15
720,1,23,0,32,65,96,s15
721,1,0,1,32,65,96,s16
722,1,1,1,32,65,96,s16
723,1,2,1,32,65,96,s16
724,1,3,1,32,65,96,s16
725,1,4,1,32,65,96,s16
726,1,5,1,32,65,96,s16
727,1,6,1,32,65,96,s16
728,1,7,1,32,66,96,s16
729,1,8,1,32,66,96,s16
730,1,9,1,32,66,96,s16
731,1,10,1,32,66,96,s16
732,1,11,1,32,66,96,s16
733,1,12,1,32,66,96,s16
734,1,13,1,32,66,96,s16
735,1,14,1,32,66,96,s16
736,1,15,1,32,67,96,s16
737,1,16,1,32,67,96,s16
738,1,17,1,32,67,96,s16
739,1,18,1,32,68,96,s16
740,1,19,1,32,68,96,s16
741,1,20,1,32,68,96,s16
742,1,21,1,32,68,96,s16
743,1,22,1,32,68,96,s16
744,1,23,1,32,68,96,s16
745,1,0,0,32,68,96,s16
746,1,1,0,32,68,96,s16
747,1,2,0,32,68,96,s16
748,1,3,0,32,68,96,s16
749,1,4,0,32,68,96,s16
750,1,5,0,32,68,96,s16
751,1,6,0,32,68,96,s16
752,1,7,0,32,68,96,s16
753,1,8,0,32,68,96,s16
754,1,9,0,32,68,96,s16
755,1,10,0,32,68,96,s16
756,1,11,0,32,68,96,s16
757,1,12,0,32,68,96,s16
758,1,13,0,32,68,96,s16
759,1,14,0,32,68,96,s16
760,1,15,0,32,68,96,s16
761,1,16,0,32,68,96,s16
762,1,17,0,32,68,96,s16
763,1,18,0,32,68,96,s16
764,1,19,0,32,68,96,s16
765,1,20,0,32,68,96,s16
766,1,21,0,32,68,96,s16
767,1,22,0,32,68,96,s16
768,1,23,0,32,68,96,s16
769,1,0,1,32,68,96,s17
770,1,1,1,32,68,96,s17
771,1,2,1,32,68,96,s17
772,1,3,1,32,68,96,s17
773,1,4,1,32,68,96,s17
774,1,5,1,32,68,96,s17
775,1,6,1,32,68,96,s17
776,1,7,1,32,68,96,s17
777,1,8,1,32,68,96,s17
778,1,9,1,32,68,96,s17
779,1,10,1,32,68,96,s17
780,1,11,1,32,68,96,s17
781,1,12,1,32,68,96,s17
782,1,13,1,32,68,96,s17
783,1,14,1,32,68,96,s17
784,1,15,1,32,68,96,s17
785,1,16,1,32,68,96,s17
786,1,17,1,32,68,96,s17
787,1,18,1,32,68,96,s17
788,1,19,1,32,68,96,s17
789,1,20,1,32,69,96,s17
790,1,21,1,32,69,96,s17
791,1,22,1,32,69,96,s17
792,1,23,1,32,69,96,s17
793,1,0,0,32,69,96,s17
794,1,1,0,32,69,96,s17
795,1,2,0,32,69,96,s17
796,1,3,0,32,69,96,s17
797,1,4,0,32,69,96,s17
798,1,5,0,32,69,96,s17
799,1,6,0,32,69,96,s17
800,1,7,0,32,69,96,s17
801,1,8,0,32,69,96,s17
802,1,9,0,32,69,96,s17
803,1,10,0,32,69,96,s17
804,1,11,0,32,69,96,s17
805,1,12,0,32,69,96,s17
806,1,13,0,32,69,96,s17
807,1,14,0,32,69,95,s17
808,1,15,0,32,69,95,s17
809,1,16,0,32,69,95,s17
810,1,17,0,32,69,95,s17
811,1,18,0,32,69,95,s17
812,1,19,0,32,69,95,s17
813,1,20,0,32,69,95,s17
814,1,21,0,32,69,95,s17
815,1,22,0,32,69,95,s17
816,1,23,0,32,69,95,s17
817,1,0,1,32,69,95,s18
818,1,1,1,32,69,95,s18
819,1,2,1,32,69,95,s18
