
Id,Region,Time_GMT,Wday,O3,PM25,NO2,Place_ID
416,1,7,0,80,169,69,s9
417,1,8,0,97,169,78,s9
418,1,9,0,97,162,78,s9
419,1,10,0,96,162,77,s9
420,1,11,0,96,159,77,s9
421,1,12,0,54,159,77,s9
422,1,13,0,88,155,77,s9
423,1,14,0,72,155,77,s9
424,1,15,0,65,155,77,s9
425,1,16,0,68,155,70,s9
426,1,17,0,71,153,69,s9
427,1,18,0,65,153,59,s9
428,1,19,0,61,149,58,s9
429,1,20,0,54,144,57,s9
430,1,21,0,54,131,53,s9
431,1,22,0,51,131,51,s9
432,1,23,0,54,130,50,s9
433,1,0,1,51,135,58,s10
434,1,1,1,54,135,57,s10
435,1,2,1,55,134,56,s10
436,1,3,1,57,134,53,s10
437,1,4,1,58,133,52,s10
438,1,5,1,54,131,68,s10
439,1,6,1,88,131,70,s10
440,1,7,1,72,131,69,s10
441,1,8,1,96,130,77,s10
442,1,9,1,95,184,77,s10
443,1,10,1,72,175,76,s10
444,1,11,1,75,175,76,s10
445,1,12,1,95,169,75,s10
446,1,13,1,95,169,75,s10
447,1,14,1,94,162,75,s10
448,1,15,1,94,159,75,s10
449,1,16,1,81,155,60,s10
450,1,17,1,81,154,61,s10
451,1,18,1,80,141,62,s10
452,1,19,1,71,141,65,s10
453,1,20,1,65,137,69,s10
454,1,21,1,61,137,53,s10
455,1,22,1,54,136,52,s10
456,1,23,1,54,136,50,s10
457,1,0,0,50,141,50,s10
458,1,1,0,51,141,60,s10
459,1,2,0,54,137,61,s10
460,1,3,0,54,137,62,s10
461,1,4,0,55,136,65,s10
462,1,5,0,80,136,69,s10
463,1,6,0,79,184,60,s10
464,1,7,0,81,184,70,s10
465,1,8,0,99,175,75,s10
466,1,9,0,98,175,75,s10
467,1,10,0,98,169,75,s10
468,1,11,0,97,169,75,s10
469,1,12,0,52,153,75,s10
470,1,13,0,88,153,75,s10
471,1,14,0,87,149,74,s10
472,1,15,0,85,144,74,s10
473,1,16,0,65,144,61,s10
474,1,17,0,55,114,62,s10
475,1,18,0,52,114,65,s10
476,1,19,0,51,113,69,s10
477,1,20,0,51,113,53,s10
478,1,21,0,53,112,52,s10
479,1,22,0,50,112,50,s10
480,1,23,0,50,111,49,s10
481,1,0,1,52,124,49,s11
482,1,1,1,53,124,50,s11
483,1,2,1,54,124,51,s11
484,1,3,1,72,123,52,s11
485,1,4,1,81,131,53,s11
486,1,5,1,81,130,54,s11
487,1,6,1,80,159,65,s11
488,1,7,1,88,155,68,s11
489,1,8,1,99,184,79,s11
490,1,9,1,98,184,79,s11
491,1,10,1,98,184,79,s11
492,1,11,1,97,175,78,s11
493,1,12,1,97,175,78,s11
494,1,13,1,97,169,78,s11
495,1,14,1,96,169,78,s11
496,1,15,1,96,162,78,s11
497,1,16,1,65,162,70,s11
498,1,17,1,65,159,69,s11
499,1,18,1,54,126,59,s11
500,1,19,1,54,126,58,s11
501,1,20,1,53,126,57,s11
502,1,21,1,52,125,56,s11
503,1,22,1,51,125,53,s11
504,1,23,1,50,124,52,s11
505,1,0,0,52,141,49,s11
506,1,1,0,52,137,50,s11
507,1,2,0,51,137,50,s11
508,1,3,0,60,135,60,s11
509,1,4,0,71,144,61,s11
510,1,5,0,81,142,62,s11
511,1,6,0,81,142,65,s11
512,1,7,0,80,169,69,s11
513,1,8,0,97,169,78,s11
514,1,9,0,97,162,78,s11
515,1,10,0,96,162,77,s11
516,1,11,0,96,159,77,s11
517,1,12,0,54,159,77,s11
518,1,13,0,88,155,77,s11
519,1,14,0,72,155,77,s11
520,1,15,0,65,155,77,s11
521,1,16,0,68,155,70,s11
522,1,17,0,71,153,69,s11
523,1,18,0,65,153,59,s11
524,1,19,0,61,149,58,s11
525,1,20,0,54,144,57,s11
526,1,21,0,54,131,53,s11
527,1,22,0,51,131,51,s11
528,1,23,0,54,130,50,s11
529,1,0,1,51,135,58,s12
530,1,1,1,54,135,57,s12
531,1,2,1,55,134,56,s12
532,1,3,1,57,134,53,s12
533,1,4,1,58,133,52,s12
534,1,5,1,54,131,68,s12
535,1,6,1,88,131,70,s12
536,1,7,1,72,131,69,s12
537,1,8,1,96,130,77,s12
538,1,9,1,95,184,77,s12
539,1,10,1,72,175,76,s12
540,1,11,1,75,175,76,s12
541,1,12,1,95,169,75,s12
542,1,13,1,95,169,75,s12
543,1,14,1,94,162,75,s12
544,1,15,1,94,159,75,s12
545,1,16,1,81,155,60,s12
546,1,17,1,81,154,61,s12
547,1,18,1,80,141,62,s12
548,1,19,1,71,141,65,s12
549,1,20,1,65,137,69,s12
550,1,21,1,61,137,53,s12
551,1,22,1,54,136,52,s12
552,1,23,1,54,136,50,s12
553,1,0,0,50,141,50,s12
554,1,1,0,51,141,60,s12
555,1,2,0,54,137,61,s12
556,1,3,0,54,137,62,s12
557,1,4,0,55,136,65,s12
558,1,5,0,80,136,69,s12
559,1,6,0,79,184,60,s12
560,1,7,0,81,184,70,s12
561,1,8,0,99,175,75,s12
562,1,9,0,98,175,75,s12
563,1,10,0,98,169,75,s12
564,1,11,0,97,169,75,s12
565,1,12,0,52,153,75,s12
566,1,13,0,88,153,75,s12
567,1,14,0,87,149,74,s12
568,1,15,0,85,144,74,s12
569,1,16,0,65,144,61,s12
570,1,17,0,55,114,62,s12
571,1,18,0,52,114,65,s12
572,1,19,0,51,113,69,s12
573,1,20,0,51,113,53,s12
574,1,21,0,53,112,52,s12
575,1,22,0,50,112,50,s12
576,1,23,0,50,111,49,s12
577,1,0,1,52,124,49,s13
578,1,1,1,53,124,50,s13
579,1,2,1,54,124,51,s13
580,1,3,1,72,123,52,s13
581,1,4,1,81,131,53,s13
582,1,5,1,81,130,54,s13
583,1,6,1,80,159,65,s13
584,1,7,1,88,155,68,s13
585,1,8,1,99,184,79,s13
586,1,9,1,98,184,79,s13
587,1,10,1,98,184,79,s13
588,1,11,1,97,175,78,s13
589,1,12,1,97,175,78,s13
590,1,13,1,97,169,78,s13
591,1,14,1,96,169,78,s13
592,1,15,1,96,162,78,s13
593,1,16,1,65,162,70,s13
594,1,17,1,65,159,69,s13
595,1,18,1,54,126,59,s13
596,1,19,1,54,126,58,s13
597,1,20,1,53,126,57,s13
598,1,21,1,52,125,56,s13
599,1,22,1,51,125,53,s13
600,1,23,1,50,124,52,s13
601,1,0,0,52,141,49,s13
602,1,1,0,52,137,51,s13
603,1,2,0,51,137,50,s13
604,1,3,0,60,135,60,s13
605,1,4,0,71,144,61,s13
606,1,5,0,81,142,62,s13
607,1,6,0,81,142,65,s13
608,1,7,0,80,169,69,s13
609,1,8,0,97,169,78,s13
610,1,9,0,97,162,78,s13
611,1,10,0,96,162,77,s13
612,1,11,0,96,159,77,s13
613,1,12,0,54,159,77,s13
614,1,13,0,88,155,77,s13
615,1,14,0,72,155,77,s13
616,1,15,0,65,155,77,s13
617,1,16,0,68,155,70,s13
618,1,17,0,71,153,69,s13
619,1,18,0,65,153,59,s13
620,1,19,0,61,149,58,s13
621,1,20,0,54,144,57,s13
622,1,21,0,54,131,53,s13
623,1,22,0,51,131,51,s13
624,1,23,0,54,130,50,s13
625,1,0,1,51,135,58,s14
626,1,1,1,54,135,57,s14
627,1,2,1,55,134,56,s14
628,1,3,1,57,134,53,s14
629,1,4,1,58,133,52,s14
630,1,5,1,54,131,68,s14
631,1,6,1,88,131,70,s14
632,1,7,1,72,131,69,s14
633,1,8,1,96,130,77,s14
634,1,9,1,95,184,77,s14
635,1,10,1,72,175,76,s14
636,1,11,1,75,175,76,s14
637,1,12,1,95,169,75,s14
638,1,13,1,95,169,75,s14
639,1,14,1,94,162,75,s14
640,1,15,1,94,159,75,s14
641,1,16,1,81,155,60,s14
642,1,17,1,81,154,61,s14
643,1,18,1,80,141,62,s14
644,1,19,1,71,141,65,s14
645,1,20,1,65,137,69,s14
646,1,21,1,61,137,53,s14
647,1,22,1,54,136,52,s14
648,1,23,1,54,136,50,s14
649,1,0,0,50,141,50,s14
650,1,1,0,51,141,60,s14
651,1,2,0,54,137,61,s14
652,1,3,0,54,137,62,s14
653,1,4,0,55,136,65,s14
654,1,5,0,80,136,69,s14
655,1,6,0,79,184,60,s14
656,1,7,0,81,184,70,s14
657,1,8,0,99,175,75,s14
658,1,9,0,98,175,75,s14
659,1,10,0,98,169,75,s14
660,1,11,0,97,169,75,s14
661,1,12,0,52,153,75,s14
662,1,13,0,88,153,75,s14
663,1,14,0,87,149,74,s14
664,1,15,0,85,144,74,s14
665,1,16,0,65,144,61,s14
666,1,17,0,55,114,62,s14
667,1,18,0,52,114,65,s14
668,1,19,0,51,113,69,s14
669,1,20,0,51,113,53,s14
670,1,21,0,53,112,52,s14
671,1,22,0,50,112,50,s14
672,1,23,0,50,111,49,s14
673,1,0,1,52,124,49,s15
674,1,1,1,53,124,50,s15
675,1,2,1,54,124,51,s15
676,1,3,1,72,123,52,s15
677,1,4,1,81,131,53,s15
678,1,5,1,81,130,54,s15
679,1,6,1,80,159,65,s15
680,1,7,1,88,155,68,s15
681,1,8,1,99,184,79,s15
682,1,9,1,98,184,79,s15
683,1,10,1,98,184,79,s15
684,1,11,1,97,175,78,s15
685,1,12,1,97,175,78,s15
686,1,13,1,97,169,78,s15
687,1,14,1,96,169,78,s15
688,1,15,1,96,162,78,s15
689,1,16,1,65,162,70,s15
690,1,17,1,65,159,69,s15
691,1,18,1,54,126,59,s15
692,1,19,1,54,126,58,s15
693,1,20,1,53,126,57,s15
694,1,21,1,52,125,56,s15
695,1,22,1,51,125,53,s15
696,1,23,1,50,124,52,s15
697,1,0,0,52,141,49,s15
698,1,1,0,52,137,46,s15
699,1,2,0,51,137,50,s15
700,1,3,0,60,135,60,s15
701,1,4,0,71,144,61,s15
702,1,5,0,81,142,62,s15
703,1,6,0,81,142,65,s15
704,1,7,0,80,169,69,s15
705,1,8,0,97,169,78,s15
706,1,9,0,97,162,78,s15
707,1,10,0,96,162,77,s15
708,1,11,0,96,159,77,s15
709,1,12,0,54,159,77,s15
710,1,13,0,88,155,77,s15
711,1,14,0,72,155,77,s15
712,1,15,0,65,155,77,s15
713,1,16,0,68,155,70,s15
714,1,17,0,71,153,69,s15
715,1,18,0,65,153,59,s15
716,1,19,0,61,149,58,s15
717,1,20,0,54,144,57,s15
718,1,21,0,54,131,53,s15
719,1,22,0,51,131,51,s15
720,1,23,0,54,130,50,s15
721,1,0,1,51,135,58,s16
722,1,1,1,54,135,57,s16
723,1,2,1,55,134,56,s16
724,1,3,1,57,134,53,s16
725,1,4,1,58,133,52,s16
726,1,5,1,54,131,68,s16
727,1,6,1,88,131,70,s16
728,1,7,1,72,131,69,s16
729,1,8,1,96,130,77,s16
730,1,9,1,95,184,77,s16
731,1,10,1,72,175,76,s16
732,1,11,1,75,175,76,s16
733,1,12,1,95,169,75,s16
734,1,13,1,95,169,75,s16
735,1,14,1,94,162,75,s16
736,1,15,1,94,159,75,s16
737,1,16,1,81,155,60,s16
738,1,17,1,81,154,61,s16
739,1,18,1,80,141,62,s16
740,1,19,1,71,141,65,s16
741,1,20,1,65,137,69,s16
742,1,21,1,61,137,53,s16
743,1,22,1,54,136,52,s16
744,1,23,1,54,136,50,s16
745,1,0,0,50,141,50,s16
746,1,1,0,51,141,60,s16
747,1,2,0,54,137,61,s16
748,1,3,0,54,137,62,s16
749,1,4,0,55,136,65,s16
750,1,5,0,80,136,69,s16
751,1,6,0,79,184,60,s16
752,1,7,0,81,184,70,s16
753,1,8,0,99,175,75,s16
754,1,9,0,98,175,75,s16
755,1,10,0,98,169,75,s16
756,1,11,0,97,169,75,s16
757,1,12,0,52,153,75,s16
758,1,13,0,88,153,75,s16
759,1,14,0,87,149,74,s16
760,1,15,0,85,144,74,s16
761,1,16,0,65,144,61,s16
762,1,17,0,55,114,62,s16
763,1,18,0,52,114,65,s16
764,1,19,0,51,113,69,s16
765,1,20,0,51,113,53,s16
766,1,21,0,53,112,52,s16
767,1,22,0,50,112,50,s16
768,1,23,0,50,111,49,s16
769,1,0,1,52,124,49,s17
770,1,1,1,53,124,50,s17
771,1,2,1,54,124,51,s17
772,1,3,1,72,123,52,s17
773,1,4,1,81,131,53,s17
774,1,5,1,81,130,54,s17
775,1,6,1,80,159,65,s17
776,1,7,1,88,155,68,s17
777,1,8,1,99,184,79,s17
778,1,9,1,98,184,79,s17
779,1,10,1,98,184,79,s17
780,1,11,1,97,175,78,s17
781,1,12,1,97,175,78,s17
782,1,13,1,97,169,78,s17
783,1,14,1,96,169,78,s17
784,1,15,1,96,162,78,s17
785,1,16,1,65,162,70,s17
786,1,17,1,65,159,69,s17
787,1,18,1,54,126,59,s17
788,1,19,1,54,126,58,s17
789,1,20,1,53,126,57,s17
790,1,21,1,52,125,56,s17
791,1,22,1,51,125,53,s17
792,1,23,1,50,124,52,s17
793,1,0,0,52,141,49,s17
794,1,1,0,52,137,51,s17
795,1,2,0,51,137,50,s17
796,1,3,0,60,135,60,s17
797,1,4,0,71,144,61,s17
798,1,5,0,81,142,62,s17
799,1,6,0,81,142,65,s17
800,1,7,0,80,169,69,s17
801,1,8,0,97,169,78,s17
802,1,9,0,97,162,78,s17
803,1,10,0,96,162,77,s17
804,1,11,0,96,159,77,s17
805,1,12,0,54,159,77,s17
806,1,13,0,88,155,77,s17
807,1,14,0,72,155,77,s17
808,1,15,0,65,155,77,s17
809,1,16,0,68,155,70,s17
810,1,17,0,71,153,69,s17
811,1,18,0,65,153,59,s17
812,1,19,0,61,149,58,s17
813,1,20,0,54,144,57,s17
814,1,21,0,54,131,53,s17
815,1,22,0,51,131,51,s17
816,1,23,0,54,130,50,s17
817,1,0,1,51,135,58,s18
818,1,1,1,54,135,57,s18
819,1,2,1,55,134,56,s18
